name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility
Brewer: A Short Poetic Documentary,successful,3.451217563934935,8.0,6.0,7.0,5.0,6.0,7.0,3.0,9.0
Music Knowledge-Base Platform,failed,5.561330280719713,6.0,4.0,8.0,7.0,6.0,7.0,2.0,7.0
The Smoogies,failed,4.238402020595285,4.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0
Kafrikeria,failed,6.122425939169254,8.0,7.0,9.0,8.0,7.0,8.0,4.0,8.0
Hoyofuera,failed,8.86976507611539,4.0,2.0,6.0,3.0,3.0,4.0,5.0,3.0
"Haunted Maps; Illustrated Maps of Myths, Legends & Folklore",successful,0.840638489174319,8.0,9.0,9.0,8.0,7.0,8.0,6.0,9.0
Year of the Horse: Enamel Pin,successful,1.497428877480348,8.0,6.0,7.0,5.0,7.0,8.0,4.0,9.0
DinaÂ´s World - The Documentary,successful,5.101963441776692,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Song for Christmas,failed,5.147247955678833,2.0,0.0,3.0,2.0,1.0,2.0,4.0,2.0
The Little Light Tarot,successful,1.0053570014223057,9.0,8.0,9.0,8.0,8.0,7.0,4.0,9.0
The 12 Caesars of Rome Art/Poetry Hybrid Book,successful,1.9667251024103916,6.0,8.0,9.0,7.0,5.0,6.0,4.0,7.0
The Forest Knows Tarot,successful,1.784899400718064,4.0,5.0,7.0,8.0,6.0,8.0,2.0,9.0
Cream Cafe,failed,4.679517894189132,6.0,4.0,7.0,8.0,6.0,7.0,3.0,8.0
Hidden Middle: A TV show that reveals unexpected connections,successful,5.421862208861439,8.0,7.0,9.0,8.0,7.0,6.0,4.0,9.0
Husbantr Podcast Launch,successful,1.7616959246308939,8.0,8.0,9.0,9.0,8.0,7.0,2.0,9.0
The Fall: A Story About Our Last Prime Forests,successful,1.2790004386004905,8.0,7.0,9.0,6.0,7.0,5.0,4.0,8.0
AJAR Collaborative Poetry Zine,successful,0.623092312457153,6.0,8.0,9.0,8.0,7.0,7.0,2.0,9.0
LAK Productions,successful,1.7323411628346164,6.0,7.0,8.0,5.0,4.0,6.0,2.0,8.0
MYGIG the platform for Msicians and street performers,failed,2.1687208961781232,9.0,8.0,8.0,8.0,8.0,9.0,4.0,8.0
Debut Album - Tobias Sarra - Songs/Improvisation,failed,4.704805373429624,4.0,5.0,6.0,7.0,6.0,8.0,2.0,8.0
castlivenow,failed,6.557120917631009,6.0,2.0,7.0,4.0,3.0,5.0,8.0,3.0
SACRED SITES HEALING HEARTS TOUR,failed,5.946717171577792,8.0,7.0,9.0,8.0,7.0,6.0,2.0,9.0
Mama Viv's Bake Shop,failed,5.063770664473589,6.0,4.0,7.0,8.0,5.0,6.0,3.0,8.0
Elysium,failed,2.87095255770856,4.0,3.0,6.0,7.0,5.0,4.0,2.0,7.0
HomeSchooled Donuts,failed,5.405572019393201,2.0,3.0,4.0,3.0,3.0,4.0,6.0,5.0
Newsreel: An interactive news app for young people,successful,3.9259233744835607,9.0,8.0,8.0,9.0,8.0,7.0,4.0,8.0
Bird Watching by Eileen Myles: An Archival Collection,successful,3.394576986238158,8.0,6.0,7.0,9.0,7.0,6.0,4.0,8.0
The Bucolics Project,successful,2.0374615989526204,8.0,8.0,9.0,7.0,6.0,7.0,2.0,9.0
"Konbini Time | Enamel Pins, Socks & More",successful,1.0449534224736856,8.0,7.0,9.0,6.0,5.0,4.0,3.0,8.0
Pooh's Spooky Halloween Tarot Deck,successful,2.9592815445476726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Meshugganah: A Modern Jewish Deli & Bakery,failed,6.392643363969461,8.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0
"Foxy's - Tapas Restaurant Bar - Downtown Palm Springs, CA",failed,7.12878164474083,6.0,7.0,8.0,7.0,8.0,7.0,3.0,9.0
MÃºsica por la educaciÃ³n ambiental,failed,6.095555056451056,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0
DAVIDRUM,failed,3.9600260911958074,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0
DEFACED -Documenting the Fall of Mythology in Greece,successful,1.1402315122216833,6.0,7.0,8.0,7.0,6.0,5.0,3.0,8.0
Chuck SJ - Adrift and Amplified,successful,2.124215016621711,8.0,7.0,9.0,8.0,6.0,7.0,3.0,8.0
LA VOZ de CÃ©sar Vidal - 2025 / 2026,successful,5.4721768960358705,8.0,6.0,9.0,7.0,7.0,8.0,2.0,9.0
Capsule Personal Dishwasher 2.0,successful,3.1226358928369278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Golf Dart: Bring the Golf Course Home: Practice and Play,successful,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Miktam Vol. 1 The Sound of Stillness,successful,4.185971589142677,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A Sapphic Virtual Book Fair for A New Flora,successful,2.799997992655223,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BEYOND THE STUTTER: DIEUDONNE's Stuttering Documentary,successful,1.4048549192477755,6.0,6.0,7.0,8.0,5.0,6.0,9.0,7.0
NEO: World's Smallest Foldable Charger,successful,1.3007158316325285,9.0,8.0,8.0,8.0,8.0,7.0,6.0,9.0
Incendiary,successful,3.9119141818581857,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Screams in the Memory Palace from Spencer Moody,successful,1.2459836373464084,9.0,8.0,9.0,8.0,8.0,8.0,2.0,9.0
[Make 100] Haiku How-To: Workbook & Zine,successful,1.3591307680483444,8.0,7.0,9.0,8.0,7.0,6.0,4.0,9.0
Catastic 2026 Calendar,successful,2.5678129252967596,4.0,6.0,7.0,8.0,8.0,7.0,2.0,9.0
4Thirteen Kitchen & Sports Lounge in Dallas,failed,6.109057648390558,8.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0
Single / Alliel,failed,8.024574680947326,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Wander the Lamb,successful,3.2370773334768375,4.0,2.0,5.0,3.0,2.0,3.0,7.0,3.0
Mighty Heroes of Olde,successful,1.0667043068842996,8.0,7.0,9.0,8.0,6.0,7.0,3.0,9.0
Battle Panda 1 - 4,successful,2.5621953570471745,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Vibraciones de Amor,failed,6.764517441893778,8.0,6.0,7.0,5.0,6.0,4.0,7.0,8.0
Trak - The Social App For Music Lovers!,failed,3.6354191916276193,8.0,6.0,8.0,7.0,6.0,7.0,4.0,8.0
Tays Deals On Meals,failed,4.894232874731851,5.0,0.0,5.0,3.0,4.0,4.0,2.0,4.0
The Driver,successful,2.470103606026086,4.0,7.0,6.0,5.0,3.0,3.0,8.0,7.0
Boom Bandits: The cyberpunk revolution starts now!,successful,2.9592815445476726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Honkai Star Rail Enamel Pin Vol 3,successful,1.9636839311814014,8.0,7.0,9.0,6.0,5.0,7.0,3.0,8.0
Infinity Fortress Glow-in-the-dark Anime Enamel Pins,successful,1.2869006060118138,8.0,7.0,9.0,6.0,8.0,7.0,4.0,9.0
The Lost Films of Hollywood Calendar 2026,successful,1.729194631354839,8.0,8.0,9.0,9.0,8.0,8.0,2.0,9.0
Timeless Journeys: The Italian Grand Tour â Relaunch,successful,3.3485079566175013,8.0,8.0,9.0,8.0,8.0,7.0,4.0,9.0
Hansson & Thapper i Oxie,successful,4.659103675441885,8.0,5.0,9.0,7.0,6.0,6.0,3.0,8.0
FAMILY RECORDâ¢ road to better production,failed,8.686210580341857,8.0,0.0,6.0,2.0,3.0,4.0,4.0,2.0
Monica Brooks: Audio Engineer,failed,7.6008874716848975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Restaurant Cassidia,failed,6.761219081510804,8.0,2.0,9.0,8.0,7.0,7.0,3.0,8.0
Eco-Loop,failed,7.119608437486962,8.0,6.0,7.0,8.0,7.0,8.0,4.0,7.0
Lost Things: art & poetry book,successful,3.7686085321769403,4.0,2.0,6.0,7.0,3.0,5.0,3.0,6.0
Moonie Stamps - enamel pin collection,successful,1.772136626988433,6.0,4.0,7.0,5.0,6.0,7.0,3.0,8.0
Voices Unheard,successful,2.1374846826840854,8.0,6.0,8.0,7.0,7.0,6.0,4.0,8.0
The Chhara Oral History Project,successful,3.134662717312713,8.0,7.0,9.0,8.0,7.0,8.0,3.0,9.0
Woven Together,successful,2.2306470582799687,8.0,7.0,9.0,8.0,7.0,6.0,4.0,9.0
The Billy Wright Story,successful,2.980069103539317,8.0,6.0,7.0,5.0,6.0,7.0,3.0,8.0
Live App Holds Coupons Offers Bogos Alerts Before Expiration,failed,4.291390965730316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mango Tango: Smoothies, Bakes, and Shakes",failed,4.798977821209843,8.0,6.0,7.0,9.0,7.0,8.0,3.0,8.0
Hellfire Club,failed,6.8019031166451125,4.0,3.0,6.0,5.0,4.0,3.0,2.0,5.0
Guitar finger picking practice board,failed,5.781368987592268,8.0,2.0,8.0,7.0,6.0,6.0,3.0,7.0
Volver a Vernos (To See Each Other Again),successful,2.5140405386560416,8.0,7.0,9.0,8.0,7.0,6.0,4.0,9.0
In Rest: Sabbath Poems,successful,2.6958554519653433,8.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0
"Whimscal Wonders, a 2026 Calendar",successful,1.611673883522493,4.0,6.0,7.0,5.0,8.0,6.0,8.0,9.0
Lady Bits By Liana Kerzner,successful,1.3917831365198752,8.0,9.0,8.0,7.0,6.0,7.0,8.0,8.0
First pizzeria on a ferris wheel,failed,8.32240820594748,5.0,0.0,3.0,3.0,2.0,2.0,4.0,2.0
Perry's Sneeze Guard,failed,6.369670622611794,8.0,2.0,8.0,6.0,6.0,6.0,4.0,6.0
"Mattis SÃ¸rum recording new album: ""Rise of Origin""",failed,6.336904147385377,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0
Help us make the Planningtorock documentary!,successful,3.353922626338126,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Everlasting Supper: A Documentary,successful,1.9096561643026977,8.0,9.0,7.0,6.0,8.0,5.0,4.0,9.0
Bone Tears by lauren.napier,successful,1.2858775617222051,8.0,8.0,9.0,9.0,8.0,7.0,2.0,9.0
A Radiant Collapse #1-3: a cyberpunk mystery comic,successful,2.925345801099936,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Help Us Build ""The Notice Blog""",successful,2.307858910525067,6.0,7.0,8.0,7.0,6.0,7.0,4.0,8.0
"Adopt a pet, eat and love",failed,8.33836734079854,6.0,4.0,7.0,8.0,8.0,8.0,2.0,9.0
L'italianini: pastificio e degustazione.,failed,4.824941732718174,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Surprising Puzzles: Laberintia ð§© 2000 pcs ð by Puzzlide,successful,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Legend of the Jersey Devil Trading Cards,successful,1.1251529493915458,8.0,8.0,9.0,9.0,7.0,8.0,2.0,9.0
Marcos Alvarado Tarot: The Light and The Shadow,successful,3.5742298270229247,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Over the Bridge,successful,3.448566701238657,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0
Pollock lâacchiappa-panzane,successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""Bienvenido a los 60Â´s Estas en tu Mejor Edad""",failed,9.108902050588624,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0
Legado de la ParterÃ­a PuertorriqueÃ±a: Desde ayer a hoy,successful,3.102221514236989,8.0,5.0,7.0,6.0,6.0,6.0,3.0,7.0
TACO EN PLAYA - 2nd LOCATION,failed,6.837798618566852,8.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0
Merry Meet and Merry Part: A Book of Poems,successful,0.8234520196987749,6.0,8.0,9.0,7.0,6.0,5.0,4.0,8.0
Ancestor Anmuguai - The Sacred Drum of the Wa,successful,2.0730596380357724,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Seattle Streets to Main Street: End Child Trafficking.,successful,3.353922626338126,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Amarapura,successful,2.001166068449315,8.0,6.0,7.0,5.0,4.0,3.0,8.0,7.0
Bronia Brandman: The Only to Survive,successful,1.6376683035153894,6.0,5.0,8.0,7.0,6.0,4.0,3.0,9.0
HAPPY IN THE BRONX: A Film on One of the Loneliest Elephants,successful,3.5742298270229247,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AMBIENTACIÃN MUSICAL. CANTAR Y BAILAR EN FIESTAS Y EVENTOS.,failed,7.251578933210617,8.0,8.0,7.0,6.0,7.0,6.0,4.0,8.0
"2025 Stoddert School Play Video - ""Oz""",successful,2.6885571861187696,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0
When Better Letters Met Brian Walker: A Short Biopic,successful,3.7264387522780487,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0
Only Music: A Documentary,successful,5.717561737784238,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Trockeneis bei Bedarf und in Rekordgeschwindigkeit!,failed,6.112381906932283,8.0,6.0,9.0,8.0,7.0,8.0,4.0,7.0
Let's Change the World Through Poetry: Rain Songs Exclusive!,successful,2.5690326408249033,8.0,6.0,7.0,5.0,4.0,6.0,3.0,7.0
Here's A Thought...with Charles Shaughnessy on TradioV,successful,2.0918764657855613,8.0,6.0,9.0,7.0,8.0,6.0,4.0,9.0
MESOTOPIA! #1,successful,1.9737730074484194,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
InkMats: Where Every Mat is a Masterpiece. Not AI generated.,successful,1.3906713527592873,9.0,8.0,9.0,9.0,8.0,9.0,4.0,9.0
Mantras from the Heart. Shri Vidya. Conciousness music.,failed,2.5252792829875856,6.0,4.0,8.0,7.0,5.0,6.0,2.0,8.0
The Queer Revolt: poetry for revolution,successful,2.314096348875424,5.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0
Fine project,successful,1.5840812802435889,8.0,4.0,8.0,6.0,7.0,6.0,2.0,8.0
'Songwriter' - The 9th Studio Album,successful,4.866864848285615,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Everything is Different Now - Documentary Film,successful,2.1825037079691123,8.0,7.0,9.0,6.0,6.0,5.0,4.0,8.0
Help Solve A Murder,successful,4.291390965730316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Susana on the Road. Spreading Smiles.,failed,5.6916880227929445,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Silent Drive Home: Becoming an EMT,failed,2.51025683240515,8.0,6.0,8.0,7.0,7.0,6.0,4.0,8.0
All of This Was Once Under Water : poems - Limited Hardcover,successful,2.9250503200568967,4.0,2.0,6.0,3.0,2.0,5.0,8.0,7.0
The Norse Myths Series playing cards by Hidden Light,successful,4.773860108010442,8.0,7.0,9.0,9.0,8.0,7.0,2.0,9.0
The Augustine Ballroom: Banquet hall and brunch bar.,failed,5.315895464746618,6.0,5.0,7.0,8.0,8.0,8.0,3.0,8.0
Gnocchita.com,failed,8.770168087233936,8.0,2.0,7.0,6.0,5.0,6.0,3.0,7.0
Lil Oso,failed,3.5535631349567853,6.0,8.0,8.0,7.0,7.0,7.0,3.0,9.0
MÃ¡s de Ocho Millones - Documentary Short Film,failed,5.636867633113683,8.0,7.0,9.0,6.0,7.0,5.0,4.0,8.0
Unlocking Saudi Arabia: a multimedia travel documentation,failed,1.3008304531644699,8.0,9.0,9.0,8.0,8.0,7.0,4.0,9.0
TinieBop's first album needs funding!!,failed,5.525364562584919,6.0,4.0,7.0,5.0,3.0,6.0,8.0,6.0
Hang drum yoga,failed,3.8592665578395313,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0
Quetico Connection Bringing it Home on Thanksgiving!,successful,2.022529106738368,4.0,2.0,6.0,7.0,8.0,3.0,9.0,5.0
Little Eulogies: Poems by J.R. Barner,successful,1.4486463066488764,8.0,7.0,9.0,7.0,6.0,8.0,2.0,9.0
Lexie the little T-rex plushie,successful,0.5858871408825539,8.0,8.0,9.0,8.0,7.0,6.0,4.0,8.0
Rings & Realms:The Lord of the Rings-The War of the Rohirrim,successful,3.353922626338126,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BEYOND THE STUTTER: DIEUDONNE's Stuttering Documentary,successful,1.4048549192477755,6.0,6.0,7.0,8.0,5.0,6.0,9.0,7.0
Nepal Earthquake: 10th Anniversary Stories & Portraits,failed,3.6050029280203,8.0,6.0,7.0,5.0,6.0,7.0,4.0,9.0
"Dancing in 1,500 more U.S. cities! (going for every county!)",failed,5.5498336217385,4.0,2.0,6.0,3.0,5.0,7.0,8.0,3.0
Building The BBQ Shop,failed,2.9536784254147608,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0
The Circle,successful,1.7161746889004337,4.0,5.0,6.0,7.0,8.0,9.0,2.0,9.0
Lightship Press: Publishing Poetry Books,successful,3.559676064114586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Project Lead Lap - a Cyclocross Story,successful,3.1286225699858727,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
City Chronicles: A journey through New York,failed,1.6263863117210176,8.0,7.0,9.0,8.0,7.0,6.0,3.0,9.0
Lunch break with Fonztv show,failed,2.8948863472269073,8.0,7.0,9.0,8.0,7.0,6.0,3.0,8.0
My Body Remembers,successful,2.6680790393108875,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0
"Little Shop of Ramen (Yosemite NP, CA)",failed,6.0032602660532195,8.0,7.0,9.0,8.0,7.0,6.0,4.0,8.0
Three Voices in Japanese Wind--New Shakuhachi and Koto Music,failed,1.847781368338528,8.0,9.0,9.0,8.0,7.0,8.0,2.0,9.0
SHOCK JOCKS: Villainously Queer Erotic Art Trading Cards,successful,1.927277809711928,8.0,8.0,9.0,9.0,8.0,7.0,2.0,9.0
KPop Demon Hunters Chibi Enamel Pin Collection,successful,2.2328798718807272,4.0,3.0,6.0,5.0,7.0,8.0,2.0,9.0
Crossover Cosplay #2,successful,3.310160677845846,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Helen Documentary,successful,3.6815868220833146,8.0,2.0,8.0,6.0,6.0,6.0,4.0,7.0
Crossing the Channel Documentary,failed,4.060991541907497,8.0,4.0,7.0,6.0,5.0,6.0,3.0,8.0
Empanada nation,failed,8.903652900204458,6.0,2.0,7.0,4.0,5.0,6.0,3.0,7.0
Healthier fast food,failed,7.386152537195416,6.0,2.0,7.0,8.0,4.0,5.0,3.0,8.0
We'reDough: Bakery and Cookie Dough Cafe,failed,2.6687367641150006,8.0,7.0,9.0,8.0,6.0,7.0,4.0,8.0
"Midnight 1.75"" Enamel Pin",successful,2.3178912613601055,4.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0
'After the Robot Apocalypse' Comic Issue 4. (Plus 1 to 3).,successful,1.694761780377263,4.0,8.0,7.0,6.0,5.0,3.0,2.0,9.0
Stoop Shop Comics Renovations,successful,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Yoga of Sound Legacy Project,failed,2.2892726075109704,8.0,8.0,9.0,7.0,7.0,6.0,4.0,9.0
Phyllis King,successful,2.210124129219584,6.0,5.0,7.0,4.0,3.0,6.0,8.0,4.0
MontaÃ±as Sagradas; Documental,failed,5.379141609832015,8.0,7.0,9.0,7.0,6.0,8.0,3.0,9.0
"""Shedding Labels: The Jaxton Wheeler Story""",failed,5.641036516973457,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0
La mano,failed,8.204136944028962,4.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0
Art of Cosplay: Swipe Right & Zenescope's NSFW Art Books,successful,1.3243949199741667,8.0,8.0,9.0,8.0,8.0,7.0,5.0,9.0
Spellbinder - Playing cards collab with 54 unique artist,successful,1.8980390554194537,8.0,8.0,9.0,9.0,8.0,8.0,4.0,9.0
Old Forest Festival - Mittelalter und Fantasy Festival 2017,failed,6.895289240518646,8.0,6.0,7.0,5.0,6.0,6.0,4.0,8.0
WEED & WINE: part 2,successful,1.57470587857383,6.0,5.0,8.0,7.0,4.0,3.0,2.0,9.0
Changing Cancer,failed,2.3727221153540103,8.0,7.0,9.0,8.0,6.0,7.0,3.0,8.0
semaphore,successful,3.653661049477509,4.0,3.0,6.0,2.0,5.0,7.0,2.0,5.0
Bain Barbecue,failed,4.992583932983475,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0
Matlock the Hare 2026 Calendar & Crumlush Book of Calm,successful,1.3805559898165076,6.0,7.0,8.0,5.0,4.0,6.0,3.0,8.0
Wargamers,successful,2.0171734080563497,8.0,7.0,9.0,6.0,7.0,5.0,3.0,9.0
Tipping Point PA,successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RÃ¤dda havsskÃ¶ldpaddor / Save Sea turtles,failed,5.870031238677472,8.0,6.0,9.0,7.0,5.0,4.0,3.0,7.0
TENYA is the first modern Japanese restaurant in Portland.,failed,6.1707018783881695,8.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0
NEWT - A Short Documentary,successful,2.708601704006667,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
"Margarita, los borregos y el viaje a Suiza.",successful,4.4662973457689645,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Ecoforestry,failed,2.712188772200037,8.0,7.0,9.0,8.0,7.0,6.0,2.0,9.0
US Disaster Watch,failed,5.9362969878032565,8.0,7.0,9.0,8.0,7.0,8.0,5.0,8.0
Arlanderz Sauce Mass Production,failed,8.508362659552951,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0
Sabor de mi Tierra Mexican Grill: My parent's legacy,failed,2.507611835536183,8.0,8.0,9.0,9.0,8.0,8.0,2.0,9.0
Feline Fine Art Enamel Pins,successful,1.478202707466748,8.0,7.0,9.0,7.0,6.0,8.0,4.0,9.0
"Merrill Avenue: Poetry, Prose and Magic",successful,1.9333146234988963,8.0,6.0,7.0,5.0,6.0,4.0,8.0,7.0
New sound kentucky,failed,6.0263547344360235,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
EVERYBODY TO KENMURE STREET,successful,3.9353767099391854,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Black Egyptians: Legacy of the Black Pharaohs,failed,6.7167791995914055,6.0,4.0,7.0,8.0,5.0,6.0,2.0,7.0
Beyond The Veil Investigations: The Quest for the Truth,failed,2.3907741301666374,8.0,7.0,9.0,8.0,7.0,5.0,4.0,8.0
Bold & Boozy | Cocktail Enamel Pins,successful,1.371466416438436,6.0,7.0,8.0,9.0,8.0,7.0,4.0,8.0
Asaph Books | Christ in Classic Works,successful,3.5246356591791796,8.0,7.0,9.0,8.0,7.0,8.0,3.0,9.0
Taverna Visconti Jazz Club,failed,6.504822044521843,8.0,7.0,9.0,8.0,7.0,8.0,4.0,8.0
The Librarium Cafe's Big Expansion!!,failed,3.18461942546688,6.0,5.0,7.0,4.0,3.0,6.0,2.0,8.0
Mavros: Blackout Poetry Stencil,successful,1.3721366777435207,6.0,7.0,8.0,9.0,8.0,7.0,3.0,8.0
Wait in the Wings: Stop the Presses!,successful,3.1068712293597867,8.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0
Night Songs -2017 In Support of Live Sound Equipment,failed,5.489760895254383,2.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0
TheKingdomOfDreamsFestival,failed,6.12325992370036,8.0,2.0,6.0,4.0,4.0,4.0,4.0,6.0
Enchanted Evening Tea: A Celestial Enamel Pin Set,successful,1.2622671215363512,4.0,5.0,6.0,3.0,5.0,7.0,8.0,9.0
The Last Bus Home: On The Run,successful,2.9842053618528497,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Combat Fairies: Volume 3 - Graphic Novel,successful,3.8298122979138247,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0
Home Within a Hand Grenade: Poetry and Lyrics,successful,1.4954318296537195,6.0,3.0,8.0,7.0,5.0,4.0,2.0,9.0
Planet Vegan: The World's First Vegan Series Is Here,successful,2.712188772200037,8.0,7.0,9.0,8.0,7.0,6.0,2.0,9.0
Dalla Tavola Zenari: Building on a legacy,failed,4.6516392267504925,8.0,9.0,9.0,8.0,7.0,8.0,4.0,9.0
Cereal Killer Sweets Cereal Bar & Shop,failed,3.296239513507566,8.0,7.0,9.0,8.0,7.0,8.0,2.0,9.0
Philly: Gone Global!,failed,5.321991250060741,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Grandma's are Life,failed,5.498236708269612,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0
Melbourne Hero Live Broadcast,failed,3.071422263966639,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0
The Brain Building Book for Adolescents,successful,1.7515940000898123,9.0,8.0,8.0,9.0,8.0,7.0,3.0,9.0
The Clever Little Mouse (a friendship story with pets),successful,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
WILD'S TONIC | a short dance film,successful,1.2597074534471542,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0
30/2010's Epic Original Musical Episode!,successful,2.6249923134358366,6.0,6.0,7.0,5.0,6.0,7.0,4.0,7.0
The New Vampires: Not your usual Magazine of Eternal Pinups,successful,1.9789090963525025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
My Dad Is,successful,2.3633725298824015,4.0,2.0,6.0,8.0,3.0,5.0,2.0,7.0
Bixby Grant: Fangs & Brimstone #1-3: A Supernatural Mystery,successful,2.928369193664909,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Last Age: Book One,successful,1.0414193788496162,8.0,8.0,9.0,8.0,7.0,8.0,2.0,9.0
"TILT: An Independent Thriller From Brainerd, MN",successful,6.041915195290434,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0
SwiftShape: Cutting Edge 3-in-1 Desktop Creator Suite,successful,4.598324233861915,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
FURRYPHOBIA: Quick horror one-shot,successful,1.3777896295997794,6.0,7.0,8.0,9.0,8.0,7.0,3.0,9.0
Curtain Call - A Murder-Mystery Web Series,successful,4.575746186023619,4.0,2.0,6.0,3.0,3.0,4.0,5.0,3.0
Ultimate Energy Showdown series,successful,2.5868772838996956,8.0,6.0,7.0,8.0,7.0,6.0,4.0,9.0
Strata Records-The Sound of Detroit-Reimagined by Jazzanova,successful,2.4437295814435833,8.0,7.0,9.0,8.0,7.0,6.0,4.0,9.0
Jazzfest MÃ¼nchen 2020,successful,2.3311917187732076,8.0,9.0,7.0,6.0,7.0,5.0,2.0,8.0
Mazy and Cheeks,successful,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Diversity in Children's Literature,successful,1.2581579427988399,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0
Shannon Gillen + Guests' VAROSHA,successful,1.6833870853501864,4.0,5.0,6.0,7.0,3.0,4.0,2.0,8.0
"Live performance of ""Courage"", a Bharatanatyam solo",successful,1.4720912089102212,8.0,7.0,9.0,6.0,5.0,4.0,3.0,9.0
"Billy Syko - ""Open""",successful,1.962718934709703,4.0,3.0,5.0,6.0,3.0,3.0,2.0,7.0
caRIOcas -A Brazilian Gay Series set in Rio de Janeiro,successful,2.5889015158254236,8.0,7.0,9.0,8.0,7.0,6.0,4.0,8.0
Celery TV: A Sketch Comedy Web Series,successful,4.996470984949659,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0
